DOCUMENTS - HOW TO OPERATE 3D PRINTER,100,3D PRINTING (level 1),FEEDBACK
UNDERTSANDS - WHAT AN .STL FILE IS,100,,What is here is excellent. 
OPTIMIZES DESIGN TO PRINT IN  LESS THAN 60min,100,, 
REFLECTS AND OBSERVES - HOW TO IMPROVE DESIGN?,100,, 
USES THE RIGHT TERMINOLOGY,100,, 
INCLUDES LINK TO GCODE FILE,100,,
EXTRA EFFORT - TEST THE TOLERANCES OF THE 3D PRINTER,100,,
IDENTIFIES THE MODEL OF PRINTER USED,50,,
DESCRIBES - THE BED LEVELING PROCESS,0,,
DESCRIBES - WHAT INFILL IS,0,,
UNDERSTANDS - WHAT SLICER SOFTWARE DOES,0,,
UNDERSTANDS - HOW TO USE SUPPORTS,0,,
UNDERSTANDS - WHAT G-CODE IS,0,,
TESTS & DOCUMENTS 3D PRINTED CONNECTOR ,0,,
EXTRA EFFORT - MAKE CHANGES IN DESIGN TO IMPROVE 3D PRINT,0,,
,50%,,
