EXPERIMENTS  WITH TOOLS NOT MENTIONED,100,WEEK 4 - 3D DESIGN (level 1),FEEDBACK
DIMENSIONS PARTS TO FIT PROPERLY,100,,Almost there.
ALIGNS or MIRRORS DIFFERENT OBJECTS,100,,Not giving full sense of how software works. (1/2 pt)
"COMBINES, CUTS, & JOINS DIFFERENT SHAPES",100,, 
"EXPLAINS HOW THE X, Y, Z, PLANES WORK",100,,
INCLDUES A LINK TO ORIGINAL DESIGN FILES,100,,
EXTRA EFFORT - DESIGNS ELEMENTS OF A POSSIBLE  FINAL PROJECT,100,,
DOCUMENTS & DESCRIBES HOW THE SOFTWARE WORKS,50,,
EXTRUDES A SHAPE FROM A SKETCH,0,,
REFLECTS ON THE POTENTIAL OF 3D DESIGN,0,,
MENTIONS SOURCES USED TO HELP LEARN TOOLS,0,,
,68%,,
