5 SKETCHES OF DIFFERENT ELEMENTS,100,PROJECT MANAGEMENT,NOTES:
RESEARCH 5 PROJECTS THAT RELATE,0,,WAITING FOR MATERIAL.
SPIRAL DEVELOPMENT - DESIGN 4 SPIRALS,0,,"Look at example page in Classroom copy format. Each spiral should have:
Objective of the spiral / Tools needed / Materials needed / Skills required / Time required"
TASKS - TASKS REQUIRED TO COMPLETE EACH SPIRAL,0,,
TASKS - IDENTIFIES MATERIALS,0,,
"TASKS - IDENTIFIES TOOLS, PROCESSES, MACHINES",0,,
TASKS - SKILLS REQUIRED,0,, 
TASKS - IDENTIFIES DATES FOR COMPLETION,0,,
CLARITY & QUALITY  OF TEXT & IMAGE,0,,
EFFICIENCY - MAINTAINS SCHEDULE,0,,
,9%,,
