DOCUMENTS - HOW TO OPERATE 3D PRINTER,100,3D PRINTING (level 1),FEEDBACK
UNDERTSANDS - WHAT AN .STL FILE IS,100,,Lots missing here. You need to do some very simple research online to understand what these terms are.
TESTS & DOCUMENTS 3D PRINTED CONNECTOR ,100,,Look up g-code. Look up .stl. Bed leveling is important if you want your print to 
DESCRIBES - THE BED LEVELING PROCESS,100,,adhere properly to the print bed. Look up all the terms in this list and read about them.
USES THE RIGHT TERMINOLOGY,100,,Reference them and you can still get points without the pictures.
IDENTIFIES THE MODEL OF PRINTER USED,0,,
DESCRIBES - WHAT INFILL IS,0,,
UNDERSTANDS - WHAT SLICER SOFTWARE DOES,0,,
UNDERSTANDS - HOW TO USE SUPPORTS,0,,
UNDERSTANDS - WHAT G-CODE IS,0,,
OPTIMIZES DESIGN TO PRINT IN  LESS THAN 60min,0,,
REFLECTS AND OBSERVES - HOW TO IMPROVE DESIGN?,0,,
INCLUDES LINK TO GCODE FILE,0,,
EXTRA EFFORT - TEST THE TOLERANCES OF THE 3D PRINTER,0,,
EXTRA EFFORT - MAKE CHANGES IN DESIGN TO IMPROVE 3D PRINT,0,,
,33%,,
