EXPERIMENTS  WITH TOOLS NOT MENTIONED,100,WEEK 4 - 3D DESIGN (level 1),FEEDBACK
DOCUMENTS & DESCRIBES HOW THE SOFTWARE WORKS,100,,So close. Where is your design file?
EXTRUDES A SHAPE FROM A SKETCH,100,, 
DIMENSIONS PARTS TO FIT PROPERLY,100,, 
ALIGNS or MIRRORS DIFFERENT OBJECTS,100,,
"COMBINES, CUTS, & JOINS DIFFERENT SHAPES",100,,
"EXPLAINS HOW THE X, Y, Z, PLANES WORK",100,,
REFLECTS ON THE POTENTIAL OF 3D DESIGN,100,,
INCLDUES A LINK TO ORIGINAL DESIGN FILES,0,,
MENTIONS SOURCES USED TO HELP LEARN TOOLS,0,,
EXTRA EFFORT - DESIGNS ELEMENTS OF A POSSIBLE  FINAL PROJECT,0,,
,73%,,
